onset	duration	begsample	endsample	offset	type
23.355	0.105	4672	4692	0	stimulation
24.215	0.105	4844	4864	0	stimulation
25.075	0.105	5016	5036	0	stimulation
25.935	0.105	5188	5208	0	stimulation
32.5599	0.105	6512.98	6532.98	0	stimulation
33.42	0.105	6685	6705	0	stimulation
34.28	0.105	6857	6877	0	stimulation
44.105	0.105	8822	8842	0	stimulation
44.965	0.105	8994	9014	0	stimulation
61.83	0.105	12367	12387	0	stimulation
62.69	0.105	12539	12559	0	stimulation
63.55	0.105	12711	12731	0	stimulation
68.895	0.105	13780	13800	0	stimulation
69.755	0.105	13952	13972	0	stimulation
70.615	0.105	14124	14144	0	stimulation
71.475	0.105	14296	14316	0	stimulation
80.66	0.105	16133	16153	0	stimulation
81.52	0.105	16305	16325	0	stimulation
82.38	0.105	16477	16497	0	stimulation
83.24	0.105	16649	16669	0	stimulation
