onset	duration	begsample	endsample	offset	type
8.34	0.105	1669	1689	0	stimulation
10.595	0.105	2120	2140	0	stimulation
25.33	0.105	5067	5087	0	stimulation
25.98	0.105	5197	5217	0	stimulation
26.63	0.105	5327	5347	0	stimulation
27.28	0.105	5457	5477	0	stimulation
34.655	0.105	6932	6952	0	stimulation
62.19	0.105	12439	12459	0	stimulation
62.84	0.105	12569	12589	0	stimulation
63.49	0.105	12699	12719	0	stimulation
80.785	0.105	16158	16178	0	stimulation
81.435	0.105	16288	16308	0	stimulation
82.085	0.105	16418	16438	0	stimulation
82.735	0.105	16548	16568	0	stimulation
