onset	duration	begsample	endsample	offset	type
14.565	0.105	2914	2934	0	stimulation
14.945	0.105	2990	3010	0	stimulation
15.325	0.105	3066	3086	0	stimulation
15.705	0.105	3142	3162	0	stimulation
26.975	0.105	5396	5416	0	stimulation
27.355	0.105	5472	5492	0	stimulation
27.735	0.105	5548	5568	0	stimulation
28.115	0.105	5624	5644	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.385	0.105	12478	12498	0	stimulation
62.765	0.105	12554	12574	0	stimulation
80.595	0.105	16120	16140	0	stimulation
80.975	0.105	16196	16216	0	stimulation
81.355	0.105	16272	16292	0	stimulation
81.735	0.105	16348	16368	0	stimulation
