onset	duration	begsample	endsample	offset	type
7.775	0.105	1556	1576	0	stimulation
8.78	0.105	1757	1777	0	stimulation
9.785	0.105	1958	1978	0	stimulation
21.355	0.105	4272	4292	0	stimulation
32.285	0.105	6458	6478	0	stimulation
33.29	0.105	6659	6679	0	stimulation
34.295	0.105	6860	6880	0	stimulation
35.625	0.105	7126	7146	0	stimulation
36.63	0.105	7327	7347	0	stimulation
37.635	0.105	7528	7548	0	stimulation
38.64	0.105	7729	7749	0	stimulation
41.89	0.105	8379	8399	0	stimulation
42.895	0.105	8580	8600	0	stimulation
43.9	0.105	8781	8801	0	stimulation
44.905	0.105	8982	9002	0	stimulation
46.555	0.105	9312	9332	0	stimulation
47.56	0.105	9513	9533	0	stimulation
48.565	0.105	9714	9734	0	stimulation
51.495	0.105	10300	10320	0	stimulation
52.5	0.105	10501	10521	0	stimulation
53.505	0.105	10702	10722	0	stimulation
63.155	0.105	12632	12652	0	stimulation
64.16	0.105	12833	12853	0	stimulation
65.81	0.105	13163	13183	0	stimulation
67.135	0.105	13428	13448	0	stimulation
68.785	0.105	13758	13778	0	stimulation
70.11	0.105	14023	14043	0	stimulation
71.115	0.105	14224	14244	0	stimulation
76.605	0.105	15322	15342	0	stimulation
77.61	0.105	15523	15543	0	stimulation
78.615	0.105	15724	15744	0	stimulation
79.62	0.105	15925	15945	0	stimulation
83.83	0.105	16767	16787	0	stimulation
84.835	0.105	16968	16988	0	stimulation
85.84	0.105	17169	17189	0	stimulation
86.845	0.105	17370	17390	0	stimulation
87.85	0.105	17571	17591	0	stimulation
