onset	duration	begsample	endsample	offset	type
28.525	0.105	5706	5726	0	stimulation
29.495	0.105	5900	5920	0	stimulation
55.43	0.105	11087	11107	0	stimulation
56.4	0.105	11281	11301	0	stimulation
57.37	0.105	11475	11495	0	stimulation
58.34	0.105	11669	11689	0	stimulation
61.875	0.105	12376	12396	0	stimulation
62.845	0.105	12570	12590	0	stimulation
63.815	0.105	12764	12784	0	stimulation
80.175	0.105	16036	16056	0	stimulation
81.145	0.105	16230	16250	0	stimulation
82.115	0.105	16424	16444	0	stimulation
