onset	duration	begsample	endsample	offset	type
4.765	0.105	954	974	0	stimulation
5.735	0.105	1148	1168	0	stimulation
6.705	0.105	1342	1362	0	stimulation
8.32	0.105	1665	1685	0	stimulation
9.29	0.105	1859	1879	0	stimulation
10.26	0.105	2053	2073	0	stimulation
11.23	0.105	2247	2267	0	stimulation
12.2	0.105	2441	2461	0	stimulation
15.095	0.105	3020	3040	0	stimulation
16.065	0.105	3214	3234	0	stimulation
17.035	0.105	3408	3428	0	stimulation
63.45	0.105	12691	12711	0	stimulation
64.42	0.105	12885	12905	0	stimulation
65.3899	0.105	13078.98	13098.98	0	stimulation
66.36	0.105	13273	13293	0	stimulation
67.33	0.105	13467	13487	0	stimulation
