onset	duration	begsample	endsample	offset	type
22.825	0.105	4566	4586	0	stimulation
23.205	0.105	4642	4662	0	stimulation
23.585	0.105	4718	4738	0	stimulation
23.965	0.105	4794	4814	0	stimulation
32.83	0.105	6567	6587	0	stimulation
33.21	0.105	6643	6663	0	stimulation
33.59	0.105	6719	6739	0	stimulation
33.97	0.105	6795	6815	0	stimulation
49.715	0.105	9944	9964	0	stimulation
50.095	0.105	10020	10040	0	stimulation
50.475	0.105	10096	10116	0	stimulation
50.855	0.105	10172	10192	0	stimulation
62.445	0.105	12490	12510	0	stimulation
62.825	0.105	12566	12586	0	stimulation
63.365	0.105	12674	12694	0	stimulation
66.63	0.105	13327	13347	0	stimulation
67.01	0.105	13403	13423	0	stimulation
67.39	0.105	13479	13499	0	stimulation
67.77	0.105	13555	13575	0	stimulation
70.73	0.105	14147	14167	0	stimulation
71.11	0.105	14223	14243	0	stimulation
