onset	duration	begsample	endsample	offset	type
28.345	0.105	5670	5690	0	stimulation
28.725	0.105	5746	5766	0	stimulation
29.105	0.105	5822	5842	0	stimulation
29.485	0.105	5898	5918	0	stimulation
38.995	0.105	7800	7820	0	stimulation
39.375	0.105	7876	7896	0	stimulation
39.755	0.105	7952	7972	0	stimulation
61.42	0.105	12285	12305	0	stimulation
62.605	0.105	12522	12542	0	stimulation
62.985	0.105	12598	12618	0	stimulation
63.365	0.105	12674	12694	0	stimulation
63.745	0.105	12750	12770	0	stimulation
67.17	0.105	13435	13455	0	stimulation
67.715	0.105	13544	13564	0	stimulation
68.095	0.105	13620	13640	0	stimulation
68.32	0.105	13665	13685	0	stimulation
68.7	0.105	13741	13761	0	stimulation
