onset	duration	begsample	endsample	offset	type
24.235	0.105	4848	4868	0	stimulation
24.615	0.105	4924	4944	0	stimulation
24.84	0.105	4969	4989	0	stimulation
25.22	0.105	5045	5065	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.41	0.105	12283	12303	0	stimulation
61.785	0.105	12358	12378	0	stimulation
71.775	0.105	14356	14376	0	stimulation
72.155	0.105	14432	14452	0	stimulation
72.535	0.105	14508	14528	0	stimulation
72.765	0.105	14554	14574	0	stimulation
