onset	duration	begsample	endsample	offset	type
6.385	0.105	1278	1298	0	stimulation
6.765	0.105	1354	1374	0	stimulation
7.145	0.105	1430	1450	0	stimulation
7.525	0.105	1506	1526	0	stimulation
21.195	0.105	4240	4260	0	stimulation
34.54	0.105	6909	6929	0	stimulation
34.92	0.105	6985	7005	0	stimulation
35.145	0.105	7030	7050	0	stimulation
35.52	0.105	7105	7125	0	stimulation
61.83	0.105	12367	12387	0	stimulation
62.21	0.105	12443	12463	0	stimulation
62.59	0.105	12519	12539	0	stimulation
62.82	0.105	12565	12585	0	stimulation
73.6	0.105	14721	14741	0	stimulation
75.745	0.105	15150	15170	0	stimulation
89.73	0.105	17947	17967	0	stimulation
90.11	0.105	18023	18043	0	stimulation
90.49	0.105	18099	18119	0	stimulation
90.72	0.105	18145	18165	0	stimulation
