onset	duration	begsample	endsample	offset	type
11.755	0.105	2352	2372	0	stimulation
12.135	0.105	2428	2448	0	stimulation
12.515	0.105	2504	2524	0	stimulation
12.775	0.105	2556	2576	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.565	0.105	12314	12334	0	stimulation
61.945	0.105	12390	12410	0	stimulation
76.895	0.105	15380	15400	0	stimulation
77.275	0.105	15456	15476	0	stimulation
77.655	0.105	15532	15552	0	stimulation
78.035	0.105	15608	15628	0	stimulation
