onset	duration	begsample	endsample	offset	type
2.015	0.105	404	424	0	stimulation
2.665	0.105	534	554	0	stimulation
3.315	0.105	664	684	0	stimulation
60.93	0.105	12187	12207	0	stimulation
61.58	0.105	12317	12337	0	stimulation
62.23	0.105	12447	12467	0	stimulation
