onset	duration	begsample	endsample	offset	type
59.985	0.105	11998	12018	0	stimulation
60.525	0.105	12106	12126	0	stimulation
61.065	0.105	12214	12234	0	stimulation
61.295	0.105	12260	12280	0	stimulation
80.715	0.105	16144	16164	0	stimulation
81.9	0.105	16381	16401	0	stimulation
82.44	0.105	16489	16509	0	stimulation
82.98	0.105	16597	16617	0	stimulation
83.52	0.105	16705	16725	0	stimulation
86.625	0.105	17326	17346	0	stimulation
87.485	0.105	17498	17518	0	stimulation
88.025	0.105	17606	17626	0	stimulation
88.565	0.105	17714	17734	0	stimulation
