onset	duration	begsample	endsample	offset	type
6.09	0.105	1219	1239	0	stimulation
6.74	0.105	1349	1369	0	stimulation
7.39	0.105	1479	1499	0	stimulation
8.04	0.105	1609	1629	0	stimulation
9.975	0.105	1996	2016	0	stimulation
13.19	0.105	2639	2659	0	stimulation
13.84	0.105	2769	2789	0	stimulation
14.49	0.105	2899	2919	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
63.805	0.105	12762	12782	0	stimulation
64.4549	0.105	12891.98	12911.98	0	stimulation
65.105	0.105	13022	13042	0	stimulation
