onset	duration	begsample	endsample	offset	type
21.195	0.105	4240	4260	0	stimulation
21.735	0.105	4348	4368	0	stimulation
21.96	0.105	4393	4413	0	stimulation
22.495	0.105	4500	4520	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.345	0.105	12270	12290	0	stimulation
61.885	0.105	12378	12398	0	stimulation
62.115	0.105	12424	12444	0	stimulation
84.415	0.105	16884	16904	0	stimulation
84.955	0.105	16992	17012	0	stimulation
85.495	0.105	17100	17120	0	stimulation
85.725	0.105	17146	17166	0	stimulation
