onset	duration	begsample	endsample	offset	type
16.38	0.105	3277	3297	0	stimulation
17.03	0.105	3407	3427	0	stimulation
17.68	0.105	3537	3557	0	stimulation
42.335	0.105	8468	8488	0	stimulation
42.985	0.105	8598	8618	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.21	0.105	12443	12463	0	stimulation
