onset	duration	begsample	endsample	offset	type
27.92	0.105	5585	5605	0	stimulation
28.57	0.105	5715	5735	0	stimulation
29.22	0.105	5845	5865	0	stimulation
29.87	0.105	5975	5995	0	stimulation
61.245	0.105	12250	12270	0	stimulation
61.895	0.105	12380	12400	0	stimulation
68.63	0.105	13727	13747	0	stimulation
69.28	0.105	13857	13877	0	stimulation
90.415	0.105	18084	18104	0	stimulation
91.065	0.105	18214	18234	0	stimulation
91.715	0.105	18344	18364	0	stimulation
