onset	duration	begsample	endsample	offset	type
22.075	0.105	4416	4436	0	stimulation
22.615	0.105	4524	4544	0	stimulation
23.155	0.105	4632	4652	0	stimulation
23.695	0.105	4740	4760	0	stimulation
30.64	0.105	6129	6149	0	stimulation
31.18	0.105	6237	6257	0	stimulation
43.885	0.105	8778	8798	0	stimulation
60.75	0.105	12151	12171	0	stimulation
61.29	0.105	12259	12279	0	stimulation
61.83	0.105	12367	12387	0	stimulation
76.455	0.105	15292	15312	0	stimulation
76.995	0.105	15400	15420	0	stimulation
77.535	0.105	15508	15528	0	stimulation
78.075	0.105	15616	15636	0	stimulation
