onset	duration	begsample	endsample	offset	type
9.24	0.105	1849	1869	0	stimulation
10.21	0.105	2043	2063	0	stimulation
11.18	0.105	2237	2257	0	stimulation
12.15	0.105	2431	2451	0	stimulation
18.245	0.105	3650	3670	0	stimulation
19.215	0.105	3844	3864	0	stimulation
20.185	0.105	4038	4058	0	stimulation
25	0.105	5001	5021	0	stimulation
25.97	0.105	5195	5215	0	stimulation
26.94	0.105	5389	5409	0	stimulation
27.91	0.105	5583	5603	0	stimulation
63.45	0.105	12691	12711	0	stimulation
64.42	0.105	12885	12905	0	stimulation
65.3899	0.105	13078.98	13098.98	0	stimulation
78.525	0.105	15706	15726	0	stimulation
80.78	0.105	16157	16177	0	stimulation
81.75	0.105	16351	16371	0	stimulation
82.72	0.105	16545	16565	0	stimulation
