onset	duration	begsample	endsample	offset	type
27.205	0.105	5442	5462	0	stimulation
27.585	0.105	5518	5538	0	stimulation
27.965	0.105	5594	5614	0	stimulation
28.345	0.105	5670	5690	0	stimulation
45.535	0.105	9108	9128	0	stimulation
45.915	0.105	9184	9204	0	stimulation
46.295	0.105	9260	9280	0	stimulation
46.675	0.105	9336	9356	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.385	0.105	12478	12498	0	stimulation
62.615	0.105	12524	12544	0	stimulation
91.795	0.105	18360	18380	0	stimulation
92.175	0.105	18436	18456	0	stimulation
92.555	0.105	18512	18532	0	stimulation
92.935	0.105	18588	18608	0	stimulation
