onset	duration	begsample	endsample	offset	type
0.99	0.105	199	219	0	stimulation
1.96	0.105	393	413	0	stimulation
2.93	0.105	587	607	0	stimulation
9.025	0.105	1806	1826	0	stimulation
9.995	0.105	2000	2020	0	stimulation
10.965	0.105	2194	2214	0	stimulation
11.935	0.105	2388	2408	0	stimulation
62.19	0.105	12439	12459	0	stimulation
63.16	0.105	12633	12653	0	stimulation
64.13	0.105	12827	12847	0	stimulation
87.505	0.105	17502	17522	0	stimulation
88.475	0.105	17696	17716	0	stimulation
89.445	0.105	17890	17910	0	stimulation
