onset	duration	begsample	endsample	offset	type
0.27	0.105	55	75	0	stimulation
1.13	0.105	227	247	0	stimulation
1.99	0.105	399	419	0	stimulation
5.415	0.105	1084	1104	0	stimulation
6.275	0.105	1256	1276	0	stimulation
7.135	0.105	1428	1448	0	stimulation
7.995	0.105	1600	1620	0	stimulation
8.855	0.105	1772	1792	0	stimulation
25.72	0.105	5145	5165	0	stimulation
26.58	0.105	5317	5337	0	stimulation
27.44	0.105	5489	5509	0	stimulation
28.3	0.105	5661	5681	0	stimulation
62.445	0.105	12490	12510	0	stimulation
63.305	0.105	12662	12682	0	stimulation
