onset	duration	begsample	endsample	offset	type
5.245	0.105	1050	1070	0	stimulation
6.3	0.105	1261	1281	0	stimulation
7.355	0.105	1472	1492	0	stimulation
8.41	0.105	1683	1703	0	stimulation
8.94	0.105	1789	1809	0	stimulation
31.01	0.105	6203	6223	0	stimulation
32.065	0.105	6414	6434	0	stimulation
33.12	0.105	6625	6645	0	stimulation
34.175	0.105	6836	6856	0	stimulation
35.23	0.105	7047	7067	0	stimulation
80.455	0.105	16092	16112	0	stimulation
83.435	0.105	16688	16708	0	stimulation
84.49	0.105	16899	16919	0	stimulation
85.545	0.105	17110	17130	0	stimulation
86.6	0.105	17321	17341	0	stimulation
