onset	duration	begsample	endsample	offset	type
4.23	0.105	847	867	0	stimulation
5.2	0.105	1041	1061	0	stimulation
6.145	0.105	1230	1250	0	stimulation
6.505	0.105	1302	1322	0	stimulation
7.445	0.105	1490	1510	0	stimulation
24.455	0.105	4892	4912	0	stimulation
61.875	0.105	12376	12396	0	stimulation
62.845	0.105	12570	12590	0	stimulation
63.815	0.105	12764	12784	0	stimulation
64.785	0.105	12958	12978	0	stimulation
84.37	0.105	16875	16895	0	stimulation
85.34	0.105	17069	17089	0	stimulation
86.31	0.105	17263	17283	0	stimulation
87.28	0.105	17457	17477	0	stimulation
