onset	duration	begsample	endsample	offset	type
23.955	0.105	4792	4812	0	stimulation
24.925	0.105	4986	5006	0	stimulation
25.895	0.105	5180	5200	0	stimulation
26.865	0.105	5374	5394	0	stimulation
33.615	0.105	6724	6744	0	stimulation
34.585	0.105	6918	6938	0	stimulation
35.555	0.105	7112	7132	0	stimulation
53.155	0.105	10632	10652	0	stimulation
54.125	0.105	10826	10846	0	stimulation
55.095	0.105	11020	11040	0	stimulation
63.135	0.105	12628	12648	0	stimulation
64.105	0.105	12822	12842	0	stimulation
65.05	0.105	13011	13031	0	stimulation
65.41	0.105	13083	13103	0	stimulation
66.35	0.105	13271	13291	0	stimulation
83.36	0.105	16673	16693	0	stimulation
