onset	duration	begsample	endsample	offset	type
3.495	0.105	700	720	0	stimulation
4.465	0.105	894	914	0	stimulation
8.64	0.105	1729	1749	0	stimulation
9.61	0.105	1923	1943	0	stimulation
10.58	0.105	2117	2137	0	stimulation
12.835	0.105	2568	2588	0	stimulation
13.805	0.105	2762	2782	0	stimulation
14.775	0.105	2956	2976	0	stimulation
15.745	0.105	3150	3170	0	stimulation
16.715	0.105	3344	3364	0	stimulation
63.135	0.105	12628	12648	0	stimulation
64.745	0.105	12950	12970	0	stimulation
65.715	0.105	13144	13164	0	stimulation
