onset	duration	begsample	endsample	offset	type
15.915	0.105	3184	3204	0	stimulation
16.295	0.105	3260	3280	0	stimulation
16.52	0.105	3305	3325	0	stimulation
16.9	0.105	3381	3401	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.565	0.105	12314	12334	0	stimulation
61.945	0.105	12390	12410	0	stimulation
70.175	0.105	14036	14056	0	stimulation
70.555	0.105	14112	14132	0	stimulation
70.935	0.105	14188	14208	0	stimulation
71.315	0.105	14264	14284	0	stimulation
