onset	duration	begsample	endsample	offset	type
27.135	0.105	5428	5448	0	stimulation
27.515	0.105	5504	5524	0	stimulation
27.895	0.105	5580	5600	0	stimulation
28.275	0.105	5656	5676	0	stimulation
40.185	0.105	8038	8058	0	stimulation
40.565	0.105	8114	8134	0	stimulation
40.945	0.104999999999995	8190	8210	0	stimulation
41.325	0.105	8266	8286	0	stimulation
50.675	0.105	10136	10156	0	stimulation
51.055	0.105	10212	10232	0	stimulation
51.435	0.105	10288	10308	0	stimulation
51.665	0.105	10334	10354	0	stimulation
62.445	0.105	12490	12510	0	stimulation
62.99	0.105	12599	12619	0	stimulation
63.37	0.105	12675	12695	0	stimulation
63.75	0.105	12751	12771	0	stimulation
64.13	0.105	12827	12847	0	stimulation
