onset	duration	begsample	endsample	offset	type
15.165	0.105	3034	3054	0	stimulation
16.135	0.105	3228	3248	0	stimulation
60.615	0.105	12124	12144	0	stimulation
61.585	0.105	12318	12338	0	stimulation
81.14	0.105	16229	16249	0	stimulation
82.11	0.105	16423	16443	0	stimulation
