onset	duration	begsample	endsample	offset	type
20.555	0.105	4112	4132	0	stimulation
20.935	0.105	4188	4208	0	stimulation
21.315	0.105	4264	4284	0	stimulation
21.695	0.105	4340	4360	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.565	0.105	12314	12334	0	stimulation
61.945	0.105	12390	12410	0	stimulation
77.215	0.105	15444	15464	0	stimulation
77.595	0.105	15520	15540	0	stimulation
77.975	0.105	15596	15616	0	stimulation
78.355	0.105	15672	15692	0	stimulation
