onset	duration	begsample	endsample	offset	type
25.525	0.105	5106	5126	0	stimulation
26.175	0.105	5236	5256	0	stimulation
26.825	0.105	5366	5386	0	stimulation
31.64	0.105	6329	6349	0	stimulation
32.29	0.105	6459	6479	0	stimulation
32.94	0.105	6589	6609	0	stimulation
33.59	0.105	6719	6739	0	stimulation
53.125	0.105	10626	10646	0	stimulation
53.775	0.105	10756	10776	0	stimulation
54.425	0.105	10886	10906	0	stimulation
55.075	0.105	11016	11036	0	stimulation
63.45	0.105	12691	12711	0	stimulation
64.1	0.105	12821	12841	0	stimulation
64.7499	0.105	12950.98	12970.98	0	stimulation
65.4	0.105	13081	13101	0	stimulation
91.935	0.105	18388	18408	0	stimulation
92.585	0.105	18518	18538	0	stimulation
93.235	0.105	18648	18668	0	stimulation
93.885	0.105	18778	18798	0	stimulation
