onset	duration	begsample	endsample	offset	type
6.78	0.105	1357	1377	0	stimulation
7.43	0.105	1487	1507	0	stimulation
8.08	0.105	1617	1637	0	stimulation
8.73	0.105	1747	1767	0	stimulation
30.825	0.105	6166	6186	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.21	0.105	12443	12463	0	stimulation
62.86	0.105	12573	12593	0	stimulation
63.51	0.105	12703	12723	0	stimulation
88.17	0.105	17635	17655	0	stimulation
88.82	0.105	17765	17785	0	stimulation
89.47	0.105	17895	17915	0	stimulation
90.12	0.105	18025	18045	0	stimulation
