onset	duration	begsample	endsample	offset	type
13.73	0.105	2747	2767	0	stimulation
14.11	0.105	2823	2843	0	stimulation
14.49	0.105	2899	2919	0	stimulation
14.87	0.105	2975	2995	0	stimulation
18.445	0.105	3690	3710	0	stimulation
18.825	0.105	3766	3786	0	stimulation
24.65	0.105	4931	4951	0	stimulation
25.03	0.105	5007	5027	0	stimulation
25.41	0.105	5083	5103	0	stimulation
26.755	0.105	5352	5372	0	stimulation
27.135	0.105	5428	5448	0	stimulation
62.24	0.105	12449	12469	0	stimulation
62.62	0.105	12525	12545	0	stimulation
87.2	0.105	17441	17461	0	stimulation
87.58	0.105	17517	17537	0	stimulation
87.96	0.105	17593	17613	0	stimulation
