onset	duration	begsample	endsample	offset	type
26.795	0.105	5360	5380	0	stimulation
27.175	0.105	5436	5456	0	stimulation
27.555	0.105	5512	5532	0	stimulation
27.785	0.105	5558	5578	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.565	0.105	12314	12334	0	stimulation
61.945	0.105	12390	12410	0	stimulation
71.775	0.105	14356	14376	0	stimulation
72.155	0.105	14432	14452	0	stimulation
72.535	0.105	14508	14528	0	stimulation
72.915	0.105	14584	14604	0	stimulation
