onset	duration	begsample	endsample	offset	type
5.23	0.105	1047	1067	0	stimulation
30.56	0.105	6113	6133	0	stimulation
31.565	0.105	6314	6334	0	stimulation
32.57	0.105	6515	6535	0	stimulation
33.29	0.105	6659	6679	0	stimulation
34.295	0.105	6860	6880	0	stimulation
36.23	0.105	7247	7267	0	stimulation
37.235	0.105	7448	7468	0	stimulation
40.165	0.105	8034	8054	0	stimulation
41.17	0.105	8235	8255	0	stimulation
42.175	0.105	8436	8456	0	stimulation
43.18	0.105	8637	8657	0	stimulation
44.185	0.105	8838	8858	0	stimulation
