onset	duration	begsample	endsample	offset	type
14.475	0.105	2896	2916	0	stimulation
15.015	0.105	3004	3024	0	stimulation
15.555	0.105	3112	3132	0	stimulation
16.095	0.105	3220	3240	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.345	0.105	12270	12290	0	stimulation
61.885	0.105	12378	12398	0	stimulation
62.425	0.105	12486	12506	0	stimulation
80.895	0.105	16180	16200	0	stimulation
81.435	0.105	16288	16308	0	stimulation
81.975	0.105	16396	16416	0	stimulation
82.515	0.105	16504	16524	0	stimulation
