onset	duration	begsample	endsample	offset	type
4.25	0.105	851	871	0	stimulation
5.255	0.105	1052	1072	0	stimulation
6.26	0.105	1253	1273	0	stimulation
7.265	0.105	1454	1474	0	stimulation
30.995	0.105	6200	6220	0	stimulation
32	0.105	6401	6421	0	stimulation
33.005	0.105	6602	6622	0	stimulation
34.01	0.105	6803	6823	0	stimulation
34.725	0.105	6946	6966	0	stimulation
50.745	0.105	10150	10170	0	stimulation
51.75	0.105	10351	10371	0	stimulation
52.755	0.105	10552	10572	0	stimulation
53.76	0.105	10753	10773	0	stimulation
69.81	0.105	13963	13983	0	stimulation
70.815	0.105	14164	14184	0	stimulation
71.82	0.105	14365	14385	0	stimulation
72.825	0.105	14566	14586	0	stimulation
73.83	0.105	14767	14787	0	stimulation
91.485	0.105	18298	18318	0	stimulation
92.49	0.105	18499	18519	0	stimulation
93.495	0.105	18700	18720	0	stimulation
94.5	0.105	18901	18921	0	stimulation
95.2	0.105	19041	19061	0	stimulation
