onset	duration	begsample	endsample	offset	type
9.98	0.105	1997	2017	0	stimulation
10.95	0.105	2191	2211	0	stimulation
11.92	0.105	2385	2405	0	stimulation
12.89	0.105	2579	2599	0	stimulation
35.08	0.105	7017	7037	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.53	0.105	12507	12527	0	stimulation
63.5	0.105	12701	12721	0	stimulation
64.4699	0.105	12894.98	12914.98	0	stimulation
73.875	0.105	14776	14796	0	stimulation
74.845	0.105	14970	14990	0	stimulation
75.815	0.105	15164	15184	0	stimulation
78.6	0.105	15721	15741	0	stimulation
