onset	duration	begsample	endsample	offset	type
4.77	0.105	955	975	0	stimulation
5.775	0.105	1156	1176	0	stimulation
6.78	0.105	1357	1377	0	stimulation
8.43	0.105	1687	1707	0	stimulation
9.435	0.105	1888	1908	0	stimulation
10.44	0.105	2089	2109	0	stimulation
11.445	0.105	2290	2310	0	stimulation
12.155	0.105	2432	2452	0	stimulation
34.585	0.105	6918	6938	0	stimulation
35.59	0.105	7119	7139	0	stimulation
36.595	0.105	7320	7340	0	stimulation
37.6	0.105	7521	7541	0	stimulation
38.605	0.105	7722	7742	0	stimulation
57.54	0.105	11509	11529	0	stimulation
58.545	0.105	11710	11730	0	stimulation
59.235	0.105	11848	11868	0	stimulation
60.235	0.105	12048	12068	0	stimulation
60.93	0.105	12187	12207	0	stimulation
