onset	duration	begsample	endsample	offset	type
18.23	0.105	3647	3667	0	stimulation
19.235	0.105	3848	3868	0	stimulation
20.24	0.105	4049	4069	0	stimulation
21.245	0.105	4250	4270	0	stimulation
22.25	0.105	4451	4471	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.865	0.105	6774	6794	0	stimulation
34.87	0.105	6975	6995	0	stimulation
35.875	0.105	7176	7196	0	stimulation
42.325	0.105	8466	8486	0	stimulation
43.33	0.105	8667	8687	0	stimulation
44.335	0.105	8868	8888	0	stimulation
53.345	0.105	10670	10690	0	stimulation
54.35	0.105	10871	10891	0	stimulation
55.355	0.105	11072	11092	0	stimulation
56.36	0.105	11273	11293	0	stimulation
58.65	0.105	11731	11751	0	stimulation
59.655	0.105	11932	11952	0	stimulation
60.66	0.105	12133	12153	0	stimulation
61.665	0.105	12334	12354	0	stimulation
62.405	0.105	12482	12502	0	stimulation
71.36	0.105	14273	14293	0	stimulation
72.365	0.105	14474	14494	0	stimulation
73.37	0.105	14675	14695	0	stimulation
74.375	0.105	14876	14896	0	stimulation
101.945	0.105	20390	20410	0	stimulation
102.7	0.105	20541	20561	0	stimulation
103.635	0.105	20728	20748	0	stimulation
104.395	0.105	20880	20900	0	stimulation
105.325	0.105	21066	21086	0	stimulation
