onset	duration	begsample	endsample	offset	type
5.105	0.104999999999999	1022	1042	0	stimulation
5.85	0.105	1171	1191	0	stimulation
6.595	0.105	1320	1340	0	stimulation
7.03	0.105	1407	1427	0	stimulation
7.765	0.105	1554	1574	0	stimulation
31.56	0.105	6313	6333	0	stimulation
32.305	0.105	6462	6482	0	stimulation
32.735	0.105	6548	6568	0	stimulation
33.475	0.105	6696	6716	0	stimulation
33.91	0.105	6783	6803	0	stimulation
53.215	0.105	10644	10664	0	stimulation
53.96	0.105	10793	10813	0	stimulation
54.39	0.105	10879	10899	0	stimulation
55.13	0.105	11027	11047	0	stimulation
55.565	0.105	11114	11134	0	stimulation
81.59	0.105	16319	16339	0	stimulation
82.335	0.105	16468	16488	0	stimulation
82.765	0.105	16554	16574	0	stimulation
83.505	0.105	16702	16722	0	stimulation
83.94	0.105	16789	16809	0	stimulation
