onset	duration	begsample	endsample	offset	type
8.325	0.105	1666	1686	0	stimulation
8.975	0.105	1796	1816	0	stimulation
9.625	0.105	1926	1946	0	stimulation
10.275	0.105	2056	2076	0	stimulation
35.255	0.105	7052	7072	0	stimulation
35.905	0.105	7182	7202	0	stimulation
36.555	0.105	7312	7332	0	stimulation
37.205	0.105	7442	7462	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
63.805	0.105	12762	12782	0	stimulation
64.4549	0.105	12891.98	12911.98	0	stimulation
