onset	duration	begsample	endsample	offset	type
1.91	0.105	383	403	0	stimulation
2.915	0.105	584	604	0	stimulation
3.92	0.105	785	805	0	stimulation
4.925	0.105	986	1006	0	stimulation
5.93	0.105	1187	1207	0	stimulation
32.86	0.105	6573	6593	0	stimulation
33.565	0.105	6714	6734	0	stimulation
34.55	0.105	6911	6931	0	stimulation
35.26	0.105	7053	7073	0	stimulation
36.24	0.105	7249	7269	0	stimulation
55.815	0.105	11164	11184	0	stimulation
56.82	0.105	11365	11385	0	stimulation
57.51	0.105	11503	11523	0	stimulation
58.51	0.105	11703	11723	0	stimulation
59.205	0.105	11842	11862	0	stimulation
96.69	0.105	19339	19359	0	stimulation
97.695	0.105	19540	19560	0	stimulation
98.385	0.105	19678	19698	0	stimulation
99.385	0.105	19878	19898	0	stimulation
100.08	0.105	20017	20037	0	stimulation
