onset	duration	begsample	endsample	offset	type
4.87	0.105	975	995	0	stimulation
5.925	0.105	1186	1206	0	stimulation
6.98	0.105	1397	1417	0	stimulation
8.0349	0.105	1607.98	1627.98	0	stimulation
28.255	0.105	5652	5672	0	stimulation
29.31	0.105	5863	5883	0	stimulation
30.365	0.105	6074	6094	0	stimulation
31.42	0.105	6285	6305	0	stimulation
47.84	0.105	9569	9589	0	stimulation
52.74	0.105	10549	10569	0	stimulation
53.795	0.105	10760	10780	0	stimulation
54.85	0.105	10971	10991	0	stimulation
55.33	0.105	11067	11087	0	stimulation
56.32	0.105	11265	11285	0	stimulation
