onset	duration	begsample	endsample	offset	type
10.94	0.105	2189	2209	0	stimulation
11.59	0.105	2319	2339	0	stimulation
12.24	0.105	2449	2469	0	stimulation
12.89	0.105	2579	2599	0	stimulation
13.54	0.105	2709	2729	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.21	0.105	12443	12463	0	stimulation
62.86	0.105	12573	12593	0	stimulation
63.51	0.105	12703	12723	0	stimulation
64.16	0.105	12833	12853	0	stimulation
