onset	duration	begsample	endsample	offset	type
0.76	0.105	153	173	0	stimulation
1.815	0.105	364	384	0	stimulation
30.395	0.105	6080	6100	0	stimulation
31.45	0.105	6291	6311	0	stimulation
32.5049	0.105	6501.98	6521.98	0	stimulation
61.725	0.105	12346	12366	0	stimulation
62.78	0.105	12557	12577	0	stimulation
63.835	0.105	12768	12788	0	stimulation
64.8899	0.105	12978.98	12998.98	0	stimulation
70.43	0.105	14087	14107	0	stimulation
71.485	0.105	14298	14318	0	stimulation
72.54	0.105	14509	14529	0	stimulation
73.595	0.105	14720	14740	0	stimulation
83.615	0.105	16724	16744	0	stimulation
84.67	0.105	16935	16955	0	stimulation
85.725	0.105	17146	17166	0	stimulation
