onset	duration	begsample	endsample	offset	type
10.795	0.105	2160	2180	0	stimulation
11.175	0.105	2236	2256	0	stimulation
11.555	0.105	2312	2332	0	stimulation
11.935	0.105	2388	2408	0	stimulation
20.485	0.105	4098	4118	0	stimulation
22.63	0.105	4527	4547	0	stimulation
23.01	0.105	4603	4623	0	stimulation
23.39	0.105	4679	4699	0	stimulation
23.62	0.105	4725	4745	0	stimulation
38.24	0.105	7649	7669	0	stimulation
38.62	0.105	7725	7745	0	stimulation
39.005	0.105	7802	7822	0	stimulation
39.385	0.105	7878	7898	0	stimulation
62.65	0.105	12531	12551	0	stimulation
63.03	0.105	12607	12627	0	stimulation
63.255	0.105	12652	12672	0	stimulation
63.63	0.105	12727	12747	0	stimulation
78.58	0.105	15717	15737	0	stimulation
78.96	0.105	15793	15813	0	stimulation
79.185	0.105	15838	15858	0	stimulation
79.565	0.105	15914	15934	0	stimulation
91.47	0.105	18295	18315	0	stimulation
91.85	0.105	18371	18391	0	stimulation
92.075	0.105	18416	18436	0	stimulation
92.45	0.105	18491	18511	0	stimulation
