onset	duration	begsample	endsample	offset	type
15.685	0.105	3138	3158	0	stimulation
16.065	0.105	3214	3234	0	stimulation
16.445	0.105	3290	3310	0	stimulation
16.675	0.105	3336	3356	0	stimulation
27.615	0.105	5524	5544	0	stimulation
27.995	0.105	5600	5620	0	stimulation
28.375	0.105	5676	5696	0	stimulation
28.755	0.105	5752	5772	0	stimulation
61.625	0.105	12326	12346	0	stimulation
85.05	0.105	17011	17031	0	stimulation
85.43	0.105	17087	17107	0	stimulation
86.455	0.105	17292	17312	0	stimulation
87.16	0.105	17433	17453	0	stimulation
