onset	duration	begsample	endsample	offset	type
3.545	0.105	710	730	0	stimulation
24.35	0.105	4871	4891	0	stimulation
25.32	0.105	5065	5085	0	stimulation
26.29	0.105	5259	5279	0	stimulation
41.345	0.105	8270	8290	0	stimulation
42.315	0.105	8464	8484	0	stimulation
61.875	0.105	12376	12396	0	stimulation
62.845	0.105	12570	12590	0	stimulation
66.355	0.105	13272	13292	0	stimulation
67.325	0.105	13466	13486	0	stimulation
70.89	0.105	14179	14199	0	stimulation
87.835	0.105	17568	17588	0	stimulation
88.805	0.105	17762	17782	0	stimulation
89.775	0.105	17956	17976	0	stimulation
