onset	duration	begsample	endsample	offset	type
23.435	0.105	4688	4708	0	stimulation
23.815	0.105	4764	4784	0	stimulation
24.04	0.105	4809	4829	0	stimulation
24.415	0.105	4884	4904	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.41	0.105	12283	12303	0	stimulation
61.785	0.105	12358	12378	0	stimulation
