onset	duration	begsample	endsample	offset	type
17.535	0.105	3508	3528	0	stimulation
17.915	0.105	3584	3604	0	stimulation
18.14	0.105	3629	3649	0	stimulation
18.515	0.105	3704	3724	0	stimulation
29.465	0.105	5894	5914	0	stimulation
29.845	0.105	5970	5990	0	stimulation
30.225	0.105	6046	6066	0	stimulation
30.605	0.105	6122	6142	0	stimulation
46.835	0.105	9368	9388	0	stimulation
47.215	0.105	9444	9464	0	stimulation
47.44	0.105	9489	9509	0	stimulation
47.815	0.105	9564	9584	0	stimulation
62.445	0.105	12490	12510	0	stimulation
62.825	0.105	12566	12586	0	stimulation
63.05	0.105	12611	12631	0	stimulation
63.425	0.105	12686	12706	0	stimulation
