onset	duration	begsample	endsample	offset	type
9.675	0.105	1936	1956	0	stimulation
10.055	0.105	2012	2032	0	stimulation
10.28	0.105	2057	2077	0	stimulation
10.655	0.105	2132	2152	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.41	0.105	12283	12303	0	stimulation
61.785	0.105	12358	12378	0	stimulation
83.455	0.105	16692	16712	0	stimulation
83.835	0.105	16768	16788	0	stimulation
84.215	0.105	16844	16864	0	stimulation
84.595	0.105	16920	16940	0	stimulation
