onset	duration	begsample	endsample	offset	type
22.635	0.105	4528	4548	0	stimulation
23.015	0.105	4604	4624	0	stimulation
23.24	0.105	4649	4669	0	stimulation
23.615	0.105	4724	4744	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.41	0.105	12283	12303	0	stimulation
61.785	0.105	12358	12378	0	stimulation
87.935	0.105	17588	17608	0	stimulation
88.315	0.105	17664	17684	0	stimulation
88.54	0.105	17709	17729	0	stimulation
88.915	0.105	17784	17804	0	stimulation
