onset	duration	begsample	endsample	offset	type
28.905	0.105	5782	5802	0	stimulation
29.555	0.105	5912	5932	0	stimulation
60.615	0.105	12124	12144	0	stimulation
61.265	0.105	12254	12274	0	stimulation
61.915	0.105	12384	12404	0	stimulation
62.56	0.105	12513	12533	0	stimulation
62.9	0.105	12581	12601	0	stimulation
89.79	0.105	17959	17979	0	stimulation
91.405	0.105	18282	18302	0	stimulation
92.055	0.105	18412	18432	0	stimulation
92.705	0.105	18542	18562	0	stimulation
93.355	0.105	18672	18692	0	stimulation
