onset	duration	begsample	endsample	offset	type
15.61	0.105	3123	3143	0	stimulation
16.26	0.105	3253	3273	0	stimulation
16.91	0.105	3383	3403	0	stimulation
17.56	0.105	3513	3533	0	stimulation
18.87	0.105	3775	3795	0	stimulation
19.52	0.105	3905	3925	0	stimulation
20.17	0.105	4035	4055	0	stimulation
20.82	0.105	4165	4185	0	stimulation
40.035	0.105	8008	8028	0	stimulation
40.685	0.105	8138	8158	0	stimulation
41.32	0.105	8265	8285	0	stimulation
41.67	0.105	8335	8355	0	stimulation
42.3	0.105	8461	8481	0	stimulation
64.0799	0.105	12816.98	12836.98	0	stimulation
64.73	0.105	12947	12967	0	stimulation
65.0649	0.105	13013.98	13033.98	0	stimulation
65.71	0.105	13143	13163	0	stimulation
66.05	0.105	13211	13231	0	stimulation
