onset	duration	begsample	endsample	offset	type
8.645	0.105	1730	1750	0	stimulation
9.295	0.105	1860	1880	0	stimulation
9.945	0.105	1990	2010	0	stimulation
10.595	0.105	2120	2140	0	stimulation
30.135	0.105	6028	6048	0	stimulation
30.785	0.105	6158	6178	0	stimulation
31.435	0.105	6288	6308	0	stimulation
32.085	0.105	6418	6438	0	stimulation
62.505	0.105	12502	12522	0	stimulation
63.155	0.105	12632	12652	0	stimulation
63.805	0.105	12762	12782	0	stimulation
64.4549	0.105	12891.98	12911.98	0	stimulation
