onset	duration	begsample	endsample	offset	type
26.635	0.105	5328	5348	0	stimulation
27.015	0.105	5404	5424	0	stimulation
27.395	0.105	5480	5500	0	stimulation
27.775	0.105	5556	5576	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.41	0.105	12283	12303	0	stimulation
61.79	0.105	12359	12379	0	stimulation
75.135	0.105	15028	15048	0	stimulation
75.515	0.105	15104	15124	0	stimulation
75.895	0.105	15180	15200	0	stimulation
76.275	0.105	15256	15276	0	stimulation
87.865	0.105	17574	17594	0	stimulation
88.245	0.105	17650	17670	0	stimulation
88.625	0.105	17726	17746	0	stimulation
89.005	0.105	17802	17822	0	stimulation
