onset	duration	begsample	endsample	offset	type
1.275	0.105	256	276	0	stimulation
1.655	0.105	332	352	0	stimulation
2.035	0.105	408	428	0	stimulation
2.415	0.105	484	504	0	stimulation
3.585	0.105	718	738	0	stimulation
4.285	0.105	858	878	0	stimulation
8.85	0.105	1771	1791	0	stimulation
9.23	0.105	1847	1867	0	stimulation
9.61	0.105	1923	1943	0	stimulation
30.635	0.105	6128	6148	0	stimulation
31.015	0.105	6204	6224	0	stimulation
33.48	0.105	6697	6717	0	stimulation
33.86	0.105	6773	6793	0	stimulation
36.465	0.105	7294	7314	0	stimulation
36.845	0.105	7370	7390	0	stimulation
52.615	0.105	10524	10544	0	stimulation
53.155	0.105	10632	10652	0	stimulation
53.535	0.105	10708	10728	0	stimulation
53.915	0.105	10784	10804	0	stimulation
63.88	0.105	12777	12797	0	stimulation
64.26	0.105	12853	12873	0	stimulation
64.6399	0.105	12928.98	12948.98	0	stimulation
65.02	0.105	13005	13025	0	stimulation
66.365	0.105	13274	13294	0	stimulation
66.745	0.105	13350	13370	0	stimulation
67.125	0.105	13426	13446	0	stimulation
67.505	0.105	13502	13522	0	stimulation
73.97	0.105	14795	14815	0	stimulation
74.35	0.105	14871	14891	0	stimulation
74.73	0.105	14947	14967	0	stimulation
75.11	0.105	15023	15043	0	stimulation
79.975	0.105	15996	16016	0	stimulation
80.355	0.105	16072	16092	0	stimulation
80.735	0.105	16148	16168	0	stimulation
89.76	0.105	17953	17973	0	stimulation
90.14	0.105	18029	18049	0	stimulation
90.52	0.105	18105	18125	0	stimulation
92.025	0.105	18406	18426	0	stimulation
92.405	0.105	18482	18502	0	stimulation
95.19	0.105	19039	19059	0	stimulation
95.57	0.105	19115	19135	0	stimulation
95.95	0.105	19191	19211	0	stimulation
96.33	0.105	19267	19287	0	stimulation
