onset	duration	begsample	endsample	offset	type
6.51	0.105	1303	1323	0	stimulation
30.56	0.105	6113	6133	0	stimulation
31.565	0.105	6314	6334	0	stimulation
32.57	0.105	6515	6535	0	stimulation
40.62	0.105	8125	8145	0	stimulation
41.625	0.105	8326	8346	0	stimulation
42.63	0.105	8527	8547	0	stimulation
45.56	0.105	9113	9133	0	stimulation
46.89	0.105	9379	9399	0	stimulation
47.895	0.105	9580	9600	0	stimulation
51.465	0.105	10294	10314	0	stimulation
52.47	0.105	10495	10515	0	stimulation
53.475	0.105	10696	10716	0	stimulation
54.48	0.105	10897	10917	0	stimulation
55.485	0.105	11098	11118	0	stimulation
70.58	0.105	14117	14137	0	stimulation
71.585	0.105	14318	14338	0	stimulation
72.59	0.105	14519	14539	0	stimulation
73.595	0.105	14720	14740	0	stimulation
84.525	0.105	16906	16926	0	stimulation
85.53	0.105	17107	17127	0	stimulation
96.14	0.105	19229	19249	0	stimulation
97.145	0.105	19430	19450	0	stimulation
98.15	0.105	19631	19651	0	stimulation
99.155	0.105	19832	19852	0	stimulation
100.16	0.105	20033	20053	0	stimulation
