onset	duration	begsample	endsample	offset	type
15.235	0.105	3048	3068	0	stimulation
16.24	0.105	3249	3269	0	stimulation
17.245	0.105	3450	3470	0	stimulation
18.25	0.105	3651	3671	0	stimulation
19.27	0.105	3855	3875	0	stimulation
29.225	0.105	5846	5866	0	stimulation
33.435	0.105	6688	6708	0	stimulation
34.44	0.105	6889	6909	0	stimulation
35.445	0.105	7090	7110	0	stimulation
36.45	0.105	7291	7311	0	stimulation
44.5	0.105	8901	8921	0	stimulation
45.505	0.105	9102	9122	0	stimulation
49.075	0.105	9816	9836	0	stimulation
50.08	0.105	10017	10037	0	stimulation
51.085	0.105	10218	10238	0	stimulation
52.09	0.105	10419	10439	0	stimulation
55.02	0.105	11005	11025	0	stimulation
56.025	0.105	11206	11226	0	stimulation
57.03	0.105	11407	11427	0	stimulation
58.035	0.105	11608	11628	0	stimulation
60.325	0.105	12066	12086	0	stimulation
61.33	0.105	12267	12287	0	stimulation
62.335	0.105	12468	12488	0	stimulation
63.34	0.105	12669	12689	0	stimulation
64.3449	0.105	12869.98	12889.98	0	stimulation
82	0.105	16401	16421	0	stimulation
83.005	0.105	16602	16622	0	stimulation
84.01	0.105	16803	16823	0	stimulation
85.015	0.105	17004	17024	0	stimulation
89.865	0.105	17974	17994	0	stimulation
90.87	0.105	18175	18195	0	stimulation
91.875	0.105	18376	18396	0	stimulation
92.88	0.105	18577	18597	0	stimulation
93.885	0.105	18778	18798	0	stimulation
109.3	0.105	21861	21881	0	stimulation
