onset	duration	begsample	endsample	offset	type
5.945	0.105	1190	1210	0	stimulation
6.95	0.105	1391	1411	0	stimulation
7.955	0.105	1592	1612	0	stimulation
8.96	0.105	1793	1813	0	stimulation
9.965	0.105	1994	2014	0	stimulation
22.175	0.105	4436	4456	0	stimulation
23.18	0.105	4637	4657	0	stimulation
24.185	0.105	4838	4858	0	stimulation
25.19	0.105	5039	5059	0	stimulation
35.16	0.105	7033	7053	0	stimulation
36.165	0.105	7234	7254	0	stimulation
37.17	0.105	7435	7455	0	stimulation
38.175	0.105	7636	7656	0	stimulation
46.225	0.105	9246	9266	0	stimulation
47.23	0.105	9447	9467	0	stimulation
48.235	0.105	9648	9668	0	stimulation
49.24	0.105	9849	9869	0	stimulation
51.85	0.105	10371	10391	0	stimulation
52.855	0.105	10572	10592	0	stimulation
53.86	0.105	10773	10793	0	stimulation
64.79	0.105	12959	12979	0	stimulation
65.795	0.105	13160	13180	0	stimulation
66.8	0.105	13361	13381	0	stimulation
67.805	0.105	13562	13582	0	stimulation
76.175	0.105	15236	15256	0	stimulation
77.18	0.105	15437	15457	0	stimulation
78.185	0.105	15638	15658	0	stimulation
79.19	0.105	15839	15859	0	stimulation
92.04	0.105	18409	18429	0	stimulation
93.045	0.105	18610	18630	0	stimulation
94.05	0.105	18811	18831	0	stimulation
95.055	0.105	19012	19032	0	stimulation
97.025	0.105	19406	19426	0	stimulation
98.03	0.105	19607	19627	0	stimulation
99.035	0.105	19808	19828	0	stimulation
100.04	0.105	20009	20029	0	stimulation
