onset	duration	begsample	endsample	offset	type
22.14	0.105	4429	4449	0	stimulation
22.79	0.105	4559	4579	0	stimulation
23.125	0.105	4626	4646	0	stimulation
23.77	0.105	4755	4775	0	stimulation
24.11	0.105	4823	4843	0	stimulation
61.56	0.105	12313	12333	0	stimulation
88.135	0.105	17628	17648	0	stimulation
91.03	0.105	18207	18227	0	stimulation
