onset	duration	begsample	endsample	offset	type
13.445	0.105	2690	2710	0	stimulation
14.19	0.105	2839	2859	0	stimulation
14.935	0.105	2988	3008	0	stimulation
15.37	0.105	3075	3095	0	stimulation
16.105	0.105	3222	3242	0	stimulation
61.02	0.105	12205	12225	0	stimulation
61.765	0.105	12354	12374	0	stimulation
62.51	0.105	12503	12523	0	stimulation
63.255	0.105	12652	12672	0	stimulation
63.9999	0.105	12800.98	12820.98	0	stimulation
81.075	0.105	16216	16236	0	stimulation
81.82	0.105	16365	16385	0	stimulation
82.565	0.105	16514	16534	0	stimulation
83	0.105	16601	16621	0	stimulation
83.735	0.105	16748	16768	0	stimulation
