onset	duration	begsample	endsample	offset	type
14.475	0.105	2896	2916	0	stimulation
15.12	0.105	3025	3045	0	stimulation
15.765	0.105	3154	3174	0	stimulation
16.41	0.105	3283	3303	0	stimulation
61.225	0.105	12246	12266	0	stimulation
61.87	0.105	12375	12395	0	stimulation
62.515	0.105	12504	12524	0	stimulation
63.16	0.105	12633	12653	0	stimulation
89.095	0.105	17820	17840	0	stimulation
89.74	0.105	17949	17969	0	stimulation
90.385	0.105	18078	18098	0	stimulation
91.03	0.105	18207	18227	0	stimulation
